http://dbpedia.org/ontology/literaryGenre~http://dbpedia.org/ontology/wikiPageRedirects	0	2
http://dbpedia.org/property/author~http://dbpedia.org/ontology/deathPlace	1	2
http://dbpedia.org/ontology/publisher~http://dbpedia.org/ontology/parentCompany	2	2
http://dbpedia.org/ontology/author~http://dbpedia.org/ontology/deathPlace	3	2
http://dbpedia.org/ontology/author~http://purl.org/dc/terms/subject	4	2
http://purl.org/dc/terms/subject~http://www.w3.org/2004/02/skos/core#broader	5	2
http://dbpedia.org/ontology/literaryGenre	6	1
http://dbpedia.org/property/author~http://dbpedia.org/ontology/birthPlace	7	2
http://purl.org/dc/terms/subject	8	1
http://dbpedia.org/property/publisher~http://purl.org/dc/terms/subject	9	2
http://xmlns.com/foaf/0.1/isPrimaryTopicOf~http://xmlns.com/foaf/0.1/primaryTopic	10	2
http://dbpedia.org/ontology/publisher~http://xmlns.com/foaf/0.1/homepage	11	2
http://dbpedia.org/property/author~http://schema.org/sameAs	12	2
http://dbpedia.org/property/publisher	13	1
http://dbpedia.org/property/author~http://purl.org/dc/terms/subject	14	2
http://dbpedia.org/ontology/publisher~http://purl.org/dc/terms/subject	15	2
http://dbpedia.org/ontology/publisher	16	1
http://dbpedia.org/ontology/publisher~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	17	2
http://dbpedia.org/property/publisher~http://dbpedia.org/property/headquarters	18	2
http://dbpedia.org/ontology/author~http://dbpedia.org/ontology/birthPlace	19	2
http://dbpedia.org/ontology/author~http://dbpedia.org/property/birthPlace	20	2
http://dbpedia.org/ontology/publisher~http://dbpedia.org/ontology/founder	21	2
http://dbpedia.org/property/publisher~http://schema.org/sameAs	22	2
http://dbpedia.org/ontology/author~http://dbpedia.org/property/deathPlace	23	2
http://dbpedia.org/ontology/mediaType	24	1
http://dbpedia.org/property/author	25	1
http://dbpedia.org/property/genre~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	26	2
http://dbpedia.org/property/author~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	27	2
http://dbpedia.org/property/publisher~http://dbpedia.org/ontology/founder	28	2
http://dbpedia.org/property/publisher~http://dbpedia.org/property/url	29	2
http://xmlns.com/foaf/0.1/isPrimaryTopicOf	30	1
http://dbpedia.org/ontology/literaryGenre~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	31	2
http://dbpedia.org/ontology/publisher~http://schema.org/sameAs	32	2
http://dbpedia.org/property/genre~http://purl.org/dc/terms/subject	33	2
http://dbpedia.org/property/publisher~http://dbpedia.org/ontology/parentCompany	34	2
http://dbpedia.org/property/publisher~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	35	2
http://dbpedia.org/ontology/publisher~http://dbpedia.org/property/headquarters	36	2
http://dbpedia.org/property/author~http://dbpedia.org/property/birthPlace	37	2
http://dbpedia.org/ontology/author~http://xmlns.com/foaf/0.1/depiction	38	2
http://dbpedia.org/ontology/author~http://schema.org/sameAs	39	2
http://dbpedia.org/property/author~http://xmlns.com/foaf/0.1/depiction	40	2
http://dbpedia.org/property/author~http://dbpedia.org/property/deathPlace	41	2
http://purl.org/dc/terms/subject~http://www.w3.org/2004/02/skos/core#related	42	2
http://dbpedia.org/ontology/mediaType~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	43	2
http://dbpedia.org/property/genre	44	1
http://dbpedia.org/property/publisher~http://xmlns.com/foaf/0.1/homepage	45	2
http://dbpedia.org/ontology/publisher~http://dbpedia.org/property/url	46	2
http://dbpedia.org/ontology/author	47	1
http://dbpedia.org/property/genre~http://xmlns.com/foaf/0.1/depiction	48	2
http://dbpedia.org/ontology/mediaType~http://purl.org/dc/terms/subject	49	2
http://dbpedia.org/ontology/author~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	50	2
http://dbpedia.org/ontology/author~http://dbpedia.org/ontology/child	51	2
http://dbpedia.org/property/author~http://dbpedia.org/property/almaMater	52	2
http://dbpedia.org/ontology/author~http://dbpedia.org/ontology/genre	53	2
http://dbpedia.org/ontology/author~http://xmlns.com/foaf/0.1/homepage	54	2
http://dbpedia.org/ontology/author~http://dbpedia.org/property/genre	55	2
http://dbpedia.org/property/author~http://dbpedia.org/property/genre	56	2
http://dbpedia.org/property/publisher~http://dbpedia.org/ontology/country	57	2
http://dbpedia.org/ontology/publisher~http://dbpedia.org/ontology/wikiPageRedirects	58	2
http://dbpedia.org/property/author~http://xmlns.com/foaf/0.1/homepage	59	2
http://dbpedia.org/ontology/author~http://dbpedia.org/ontology/almaMater	60	2
