http://xmlns.com/foaf/0.1/isPrimaryTopicOf~http://xmlns.com/foaf/0.1/primaryTopic	0	2
http://purl.org/dc/terms/subject	1	1
http://purl.org/dc/terms/subject~http://www.w3.org/2004/02/skos/core#broader	2	2
http://xmlns.com/foaf/0.1/isPrimaryTopicOf	3	1
http://dbpedia.org/ontology/distributor~http://purl.org/dc/terms/subject	4	2
http://dbpedia.org/ontology/starring~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	5	2
http://dbpedia.org/ontology/director~http://purl.org/dc/terms/subject	6	2
http://dbpedia.org/property/distributor~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	7	2
http://dbpedia.org/property/music~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	8	2
http://dbpedia.org/ontology/writer~http://purl.org/dc/terms/subject	9	2
http://dbpedia.org/ontology/starring~http://purl.org/dc/terms/subject	10	2
http://dbpedia.org/property/studio~http://schema.org/sameAs	11	2
http://dbpedia.org/property/director~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	12	2
http://dbpedia.org/property/distributor~http://dbpedia.org/ontology/type	13	2
http://dbpedia.org/ontology/starring	14	1
http://dbpedia.org/property/distributor	15	1
http://dbpedia.org/ontology/productionCompany~http://purl.org/dc/terms/subject	16	2
http://dbpedia.org/ontology/writer~http://dbpedia.org/ontology/birthPlace	17	2
http://dbpedia.org/property/music~http://purl.org/dc/terms/subject	18	2
http://dbpedia.org/ontology/director~http://dbpedia.org/ontology/birthPlace	19	2
http://dbpedia.org/property/distributor~http://dbpedia.org/ontology/successor	20	2
http://dbpedia.org/property/studio~http://purl.org/dc/terms/subject	21	2
http://dbpedia.org/property/director~http://schema.org/sameAs	22	2
http://dbpedia.org/ontology/starring~http://schema.org/sameAs	23	2
http://dbpedia.org/ontology/director	24	1
http://dbpedia.org/ontology/distributor~http://dbpedia.org/ontology/owner	25	2
http://dbpedia.org/property/distributor~http://dbpedia.org/ontology/owningCompany	26	2
http://dbpedia.org/ontology/starring~http://dbpedia.org/ontology/birthPlace	27	2
http://dbpedia.org/property/distributor~http://dbpedia.org/property/successor	28	2
http://dbpedia.org/property/director~http://dbpedia.org/ontology/occupation	29	2
http://dbpedia.org/ontology/productionCompany	30	1
http://dbpedia.org/ontology/musicComposer~http://purl.org/dc/terms/subject	31	2
http://dbpedia.org/property/director~http://purl.org/dc/terms/subject	32	2
http://dbpedia.org/ontology/distributor~http://dbpedia.org/property/divisions	33	2
http://dbpedia.org/ontology/distributor~http://dbpedia.org/property/owner	34	2
http://dbpedia.org/ontology/distributor~http://dbpedia.org/ontology/successor	35	2
http://dbpedia.org/property/distributor~http://purl.org/dc/terms/subject	36	2
http://dbpedia.org/property/distributor~http://dbpedia.org/property/founder	37	2
