http://dbpedia.org/ontology/wikiPageRedirects~http://dbpedia.org/ontology/wikiPageDisambiguates	0	2
http://xmlns.com/foaf/0.1/depiction~http://purl.org/dc/elements/1.1/rights	1	2
http://xmlns.com/foaf/0.1/isPrimaryTopicOf~http://xmlns.com/foaf/0.1/primaryTopic	2	2
http://dbpedia.org/ontology/wikiPageRedirects	3	1
http://dbpedia.org/ontology/wikiPageRedirects~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	4	2
http://xmlns.com/foaf/0.1/isPrimaryTopicOf	5	1
http://xmlns.com/foaf/0.1/depiction~http://xmlns.com/foaf/0.1/thumbnail	6	2
http://xmlns.com/foaf/0.1/depiction	7	1
http://dbpedia.org/property/producer	8	1
http://dbpedia.org/ontology/distributor~http://dbpedia.org/ontology/type	9	2
http://dbpedia.org/ontology/producer~http://dbpedia.org/ontology/nationality	10	2
http://dbpedia.org/ontology/starring~http://dbpedia.org/property/subject	11	2
http://purl.org/dc/terms/subject~http://www.w3.org/2004/02/skos/core#broader	12	2
http://dbpedia.org/ontology/producer~http://dbpedia.org/property/genre	13	2
http://dbpedia.org/ontology/producer~http://dbpedia.org/property/subject	14	2
http://dbpedia.org/property/studio~http://dbpedia.org/property/onlineServ	15	2
http://dbpedia.org/ontology/productionCompany~http://dbpedia.org/property/country	16	2
http://dbpedia.org/ontology/productionCompany~http://xmlns.com/foaf/0.1/depiction	17	2
http://dbpedia.org/ontology/productionCompany~http://dbpedia.org/ontology/language	18	2
http://dbpedia.org/ontology/writer~http://purl.org/dc/terms/subject	19	2
http://dbpedia.org/property/distributor~http://dbpedia.org/ontology/type	20	2
http://dbpedia.org/ontology/distributor~http://dbpedia.org/ontology/division	21	2
http://dbpedia.org/ontology/starring~http://purl.org/dc/terms/subject	22	2
http://dbpedia.org/ontology/producer~http://purl.org/dc/terms/subject	23	2
http://dbpedia.org/property/distributor~http://purl.org/dc/terms/subject	24	2
http://dbpedia.org/ontology/distributor~http://purl.org/dc/terms/subject	25	2
http://dbpedia.org/property/studio~http://xmlns.com/foaf/0.1/isPrimaryTopicOf	26	2
http://dbpedia.org/ontology/writer~http://dbpedia.org/property/genre	27	2
http://dbpedia.org/ontology/starring~http://dbpedia.org/property/genre	28	2
http://dbpedia.org/ontology/director~http://dbpedia.org/ontology/birthPlace	29	2
http://dbpedia.org/property/studio~http://dbpedia.org/property/country	30	2
http://dbpedia.org/ontology/writer~http://schema.org/sameAs	31	2
